organ,as_label,ct_label,gene_symbol,as,ct,gene
Large Intestine,ascending colon,large intestine crypt goblet cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/20412
Large Intestine,ascending colon,intestinal crypt stem cell of large intestine,RGMB,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/26896
Large Intestine,ascending colon,paneth cell of colon,DEFA5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009009,http://identifiers.org/hgnc/2764
Large Intestine,ascending colon,intestinal crypt stem cell of large intestine,LGR5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/4504
Large Intestine,ascending colon,neuroendocrine cell,INSL5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6088
Large Intestine,ascending colon,neuroendocrine cell,INSM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6090
Large Intestine,ascending colon,large intestine crypt goblet cell,MUC2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/7512
Large Intestine,ascending colon,intestinal tuft cell,TRPM5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/14323
Large Intestine,ascending colon,intestinal tuft cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/20412
Large Intestine,ascending colon,intestinal tuft cell,DCLK1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/2700
Large Intestine,ascending colon,myofibroblast cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
Large Intestine,ascending colon,pericryptal fibroblastic sheath,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001156,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/130
Large Intestine,ascending colon,subepithelial membrane,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001156,https://purl.org/ccf/ASCTB-TEMP_subepithelial-membrane,http://identifiers.org/hgnc/130
Large Intestine,ascending colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1639
Large Intestine,ascending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1639
Large Intestine,ascending colon,capillary endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1662
Large Intestine,ascending colon,capillary endothelial cell,CD36,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1663
Large Intestine,ascending colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1673
Large Intestine,ascending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1673
Large Intestine,ascending colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1676
Large Intestine,ascending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1676
Large Intestine,ascending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD4,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1678
Large Intestine,ascending colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1685
Large Intestine,ascending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
Large Intestine,ascending colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1695
Large Intestine,ascending colon,"CD4-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1695
Large Intestine,ascending colon,mature eosinophil,PTGDR2,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/4502
Large Intestine,ascending colon,mature eosinophil,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/6149
Large Intestine,ascending colon,capillary endothelial cell,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/8823
Large Intestine,splenic flexure of colon,mature eosinophil,ITGAM,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/6149
Large Intestine,splenic flexure of colon,endothelial cell of lymphatic vessel,UCHL1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/12513
Large Intestine,splenic flexure of colon,endothelial cell of lymphatic vessel,NCAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/7656
Large Intestine,splenic flexure of colon,endothelial cell of lymphatic vessel,CD274,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/17635
Large Intestine,splenic flexure of colon,pericryptal fibroblastic sheath,ACTA2,http://purl.obolibrary.org/obo/UBERON_0022276,https://purl.org/ccf/ASCTB-TEMP_pericryptal-fibroblastic-sheath,http://identifiers.org/hgnc/130
Large Intestine,splenic flexure of colon,subepithelial membrane,ACTA2,http://purl.obolibrary.org/obo/UBERON_0022276,https://purl.org/ccf/ASCTB-TEMP_subepithelial-membrane,http://identifiers.org/hgnc/130
Large Intestine,splenic flexure of colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1639
Large Intestine,splenic flexure of colon,"CD4-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1639
Large Intestine,splenic flexure of colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1639
Large Intestine,splenic flexure of colon,capillary endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1662
Large Intestine,splenic flexure of colon,capillary endothelial cell,CD36,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1663
Large Intestine,splenic flexure of colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1673
Large Intestine,splenic flexure of colon,"CD4-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1673
Large Intestine,splenic flexure of colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1673
Large Intestine,splenic flexure of colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,"CD4-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,"CD4-positive, alpha-beta intraepithelial T cell",CD4,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1678
Large Intestine,splenic flexure of colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1685
Large Intestine,splenic flexure of colon,"CD4-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
Large Intestine,splenic flexure of colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
Large Intestine,splenic flexure of colon,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1695
Large Intestine,splenic flexure of colon,"CD4-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1695
Large Intestine,splenic flexure of colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1706
Large Intestine,splenic flexure of colon,capillary endothelial cell,PECAM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/8823
Large Intestine,splenic flexure of colon,intestinal crypt stem cell of large intestine,SOX9,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/11204
Large Intestine,splenic flexure of colon,neuroendocrine cell,SYP,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/11506
Large Intestine,splenic flexure of colon,intestinal crypt stem cell of large intestine,CD44,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/1681
Large Intestine,splenic flexure of colon,enterocyte of epithelium of large intestine,BEST4,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/17106
Large Intestine,splenic flexure of colon,intestinal crypt stem cell of large intestine,LRIG1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/17360
Large Intestine,splenic flexure of colon,neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/1929
Large Intestine,splenic flexure of colon,intestinal crypt stem cell of large intestine,SMOC2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/20323
Large Intestine,splenic flexure of colon,enterocyte of epithelium of large intestine,KRT20,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0002071,http://identifiers.org/hgnc/20412
Large Intestine,splenic flexure of colon,large intestine crypt goblet cell,KRT20,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_1000321,http://identifiers.org/hgnc/20412
Large Intestine,splenic flexure of colon,intestinal crypt stem cell of large intestine,RGMB,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/26896
Large Intestine,splenic flexure of colon,paneth cell of colon,DEFA5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009009,http://identifiers.org/hgnc/2764
Large Intestine,splenic flexure of colon,intestinal crypt stem cell of large intestine,LGR5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0009016,http://identifiers.org/hgnc/4504
Large Intestine,splenic flexure of colon,neuroendocrine cell,INSL5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6088
Large Intestine,splenic flexure of colon,neuroendocrine cell,INSM1,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6090
Large Intestine,splenic flexure of colon,intestinal tuft cell,TRPM5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/14323
Large Intestine,splenic flexure of colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1639
Large Intestine,splenic flexure of colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1639
Large Intestine,splenic flexure of colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1673
Large Intestine,splenic flexure of colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1673
Large Intestine,splenic flexure of colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1676
Large Intestine,splenic flexure of colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
Large Intestine,splenic flexure of colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
Large Intestine,splenic flexure of colon,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1695
Large Intestine,splenic flexure of colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1695
Large Intestine,splenic flexure of colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1695
Large Intestine,splenic flexure of colon,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1706
Large Intestine,splenic flexure of colon,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1706
Large Intestine,splenic flexure of colon,intestinal tuft cell,POU2F3,http://purl.obolibrary.org/obo/UBERON_0022276,http://purl.obolibrary.org/obo/CL_0019032,http://identifiers.org/hgnc/19864
Large Intestine,vermiform appendix,capillary endothelial cell,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/8823
Large Intestine,vermiform appendix,Schwann cell,CD274,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/17635
